City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
234,Upernavik,GL,72.7868,-56.1549,2.98,78,21,5.3,few clouds
235,Geraldton,AU,-28.7667,114.6,84.61,23,75,9.22,broken clouds
236,Ocean City,US,39.2776,-74.5746,47.98,91,100,21.99,light rain
237,Guiratinga,BR,-16.3494,-53.7583,62.73,59,0,2.75,clear sky
238,Lasa,IT,46.6166,10.7002,48.36,89,97,2.42,overcast clouds
239,Simpang,ID,-1.2667,104.0833,79.77,84,100,1.21,overcast clouds
240,Kiruna,SE,67.8557,20.2251,31.12,59,20,14.97,few clouds
241,Codrington,AU,-38.2667,141.9667,56.73,69,89,7.92,overcast clouds
242,Faanui,PF,-16.4833,-151.75,82.2,72,10,7.99,clear sky
243,Praia Da Vitoria,PT,38.7333,-27.0667,56.75,91,96,0.83,overcast clouds
244,Marathon,US,44.9,-89.7668,53.13,40,0,10.36,clear sky
245,Nouadhibou,MR,20.931,-17.0347,64.11,90,75,16.78,broken clouds
246,Tra Vinh,VN,9.9347,106.3453,83.14,82,100,10.96,moderate rain
247,Khalkhal,IR,37.6189,48.5258,45.39,67,23,5.86,light rain
248,Yellowknife,CA,62.456,-114.3525,33.84,94,100,21.5,light snow
249,Teahupoo,PF,-17.8333,-149.2667,75.16,75,12,1.19,few clouds
250,Kelvington,CA,52.1667,-103.5343,44.56,90,99,19.8,overcast clouds
251,Turtas,RU,58.9417,69.1325,53.1,68,65,8.03,broken clouds
252,Ferkessedougou,CI,9.6,-5.2,78.26,67,93,4.72,overcast clouds
253,Launceston,AU,-41.45,147.1667,64.62,51,8,5.75,clear sky
254,Rocha,UY,-34.4833,-54.3333,54.84,93,17,6.08,few clouds
255,Broken Hill,AU,-31.95,141.4333,61.21,48,0,8.28,clear sky
256,Dunedin,NZ,-45.8742,170.5036,58.8,82,100,3.49,light rain
257,Rexburg,US,43.826,-111.7897,46.38,42,0,14.97,clear sky
258,Kakonko,TZ,-3.2828,30.9642,64.98,84,97,1.63,overcast clouds
259,Mar Del Plata,AR,-38.0023,-57.5575,58.87,86,10,7.0,clear sky
260,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,35.87,59,0,4.97,clear sky
261,Pincher Creek,CA,49.4833,-113.952,41.88,67,87,15.5,overcast clouds
262,Bandarbeyla,SO,9.4942,50.8122,85.32,71,72,10.71,broken clouds
263,Sorland,NO,67.667,12.6934,37.26,66,97,20.15,light rain
264,Caraballeda,VE,10.6112,-66.8522,75.27,88,75,6.91,broken clouds
265,Lamu,KE,-2.2717,40.902,82.62,81,46,17.31,scattered clouds
266,Mecca,SA,21.4267,39.8261,82.47,30,0,6.73,clear sky
267,Enterprise,US,36.0252,-115.2419,77.79,16,81,20.0,broken clouds
268,Sivaki,RU,52.6333,126.75,60.85,17,25,4.03,scattered clouds
269,Naron,ES,43.5167,-8.1528,57.6,76,77,5.75,broken clouds
270,Develi,TR,38.3906,35.4922,42.15,76,69,1.83,broken clouds
271,Formosa,AR,-26.1775,-58.1781,55.24,91,6,5.06,clear sky
272,Lar,IN,26.2039,83.9717,98.74,28,0,9.28,clear sky
273,Dongsheng,CN,39.8161,109.9776,55.51,30,100,10.96,overcast clouds
274,Torbay,CA,47.6666,-52.7314,33.28,89,33,5.01,scattered clouds
275,Kanigoro,ID,-8.13,112.219,86.02,72,88,6.67,overcast clouds
276,Anuppur,IN,23.1,81.6833,100.13,13,0,5.06,clear sky
277,Placido De Castro,BR,-10.3353,-67.1856,69.75,78,20,3.0,few clouds
278,Muros,ES,42.7762,-9.0603,53.83,84,95,4.94,overcast clouds
279,Yulara,AU,-25.2406,130.9889,69.64,21,0,11.5,clear sky
280,Hastings,GB,50.8552,0.5729,50.79,93,12,14.41,few clouds
281,Kirakira,SB,-10.4544,161.9205,82.89,80,93,10.27,overcast clouds
282,Berlevag,NO,70.8578,29.0864,31.8,70,100,30.76,overcast clouds
283,Byron Bay,AU,-28.65,153.6167,64.94,79,100,9.69,overcast clouds
284,Narodychi,UA,51.2029,29.0823,54.14,81,22,3.98,few clouds
285,San Cristobal,VE,7.7669,-72.225,69.98,99,99,3.83,overcast clouds
286,Kruisfontein,ZA,-34.0033,24.7314,51.89,71,71,4.72,broken clouds
287,Shuangcheng,CN,45.35,126.2833,63.77,19,23,6.91,few clouds
288,Butaritari,KI,3.0707,172.7902,82.27,77,13,14.83,few clouds
289,Nome,US,64.5011,-165.4064,31.15,96,100,10.94,light snow
290,Inongo,CD,-1.95,18.2667,71.58,94,100,0.92,overcast clouds
291,Victoria,HK,22.2855,114.1577,84.18,57,71,15.99,broken clouds
292,Tagusao,PH,9.1924,117.8141,86.43,67,75,2.91,broken clouds
293,Ancud,CL,-41.8697,-73.8203,55.27,95,100,25.14,moderate rain
294,Sretensk,RU,52.2453,117.7093,72.99,15,64,10.31,broken clouds
295,Knyaze-Volkonskoye,RU,48.4642,135.4567,53.94,37,96,13.4,overcast clouds
296,Syracuse,IT,37.0881,15.2792,58.37,84,93,2.19,light rain
297,Iki-Burul,RU,45.8208,44.6472,48.38,82,100,11.07,overcast clouds
298,Pervomayskiy,RU,53.2485,40.2871,49.89,64,98,9.4,overcast clouds
299,Boa Vista,BR,2.8197,-60.6733,76.98,83,75,1.14,broken clouds
300,Manicore,BR,-5.8092,-61.3003,71.55,99,99,0.94,overcast clouds
301,Ahipara,NZ,-35.1667,173.1667,64.31,73,18,2.77,few clouds
302,Haapiti,PF,-17.5667,-149.8667,80.33,74,4,2.42,light rain
303,Saint George,US,37.1041,-113.5841,79.39,8,0,21.85,clear sky
304,Itarema,BR,-2.9248,-39.9167,75.96,92,96,12.82,overcast clouds
305,Mabopane,ZA,-25.4977,28.1007,57.67,47,23,5.1,few clouds
306,Mykolayivka,UA,47.5414,30.7561,53.37,46,63,4.34,broken clouds
307,Japura,ID,-0.3167,102.35,88.61,60,100,3.44,overcast clouds
308,Medicine Hat,CA,50.0501,-110.6683,49.84,66,99,5.39,overcast clouds
309,Assiniboia,CA,49.6334,-105.9845,44.8,78,86,5.37,overcast clouds
310,Nanakuli,US,21.3906,-158.1547,76.98,64,100,12.66,overcast clouds
311,Santa Barbara,US,34.7333,-120.0343,55.83,84,100,8.05,mist
312,Takoradi,GH,4.8845,-1.7554,78.84,85,50,0.96,scattered clouds
313,Guerrero Negro,MX,27.9769,-114.0611,60.91,83,21,15.46,few clouds
314,Monterey,US,36.2505,-121.2516,49.17,85,26,11.05,scattered clouds
315,Szentgotthard,HU,46.9526,16.2736,53.28,93,100,3.18,overcast clouds
316,Port Hardy,CA,50.6996,-127.4199,42.98,87,75,5.75,broken clouds
317,Krapivinskiy,RU,54.9992,86.8133,42.08,30,52,10.98,broken clouds
318,Saint-Augustin,CA,51.226,-58.6502,31.23,70,11,10.16,few clouds
319,Aripuana,BR,-9.1667,-60.6333,71.69,99,84,1.9,broken clouds
320,Tallahassee,US,30.4383,-84.2807,68.0,85,40,0.0,scattered clouds
321,Ibb,YE,13.9667,44.1833,70.16,56,88,1.19,overcast clouds
322,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.46,91,2,10.29,clear sky
323,Anqing,CN,30.5092,117.0506,72.45,73,100,4.27,overcast clouds
324,Alofi,NU,-19.0595,-169.9187,78.4,81,100,9.17,moderate rain
325,Nuuk,GL,64.1835,-51.7216,29.01,93,20,10.36,few clouds
326,Kushnarenkovo,RU,55.105,55.3508,54.63,46,6,7.07,clear sky
327,Zaozerne,UA,45.1582,33.2787,52.41,72,1,11.7,clear sky
328,Hami,CN,42.8,93.45,80.73,18,100,3.76,overcast clouds
329,Clyde River,CA,70.4692,-68.5914,10.11,88,21,3.36,few clouds
330,Airai,TL,-8.9266,125.4092,70.3,71,60,5.14,broken clouds
331,Ilebo,CD,-4.3167,20.5833,70.09,99,100,1.77,light rain
332,Vostok,RU,46.4856,135.8833,38.59,84,100,9.44,overcast clouds
333,Smithers,CA,54.7804,-127.1743,37.98,84,89,4.45,overcast clouds
334,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.84,92,2,11.95,clear sky
335,Golkoy,TR,40.6875,37.6178,42.21,93,100,1.72,overcast clouds
336,Vila Velha,BR,-20.3297,-40.2925,73.35,78,40,9.22,scattered clouds
337,Muroto,JP,33.2833,134.15,65.59,63,4,15.23,clear sky
338,Agadir,MA,30.4202,-9.5982,66.65,31,99,4.97,overcast clouds
339,Praia,CV,14.9215,-23.5087,70.34,78,20,11.5,few clouds
340,Qui Nhon,VN,13.7667,109.2333,82.85,76,99,7.09,overcast clouds
341,San Nicolas,PH,18.1725,120.5953,91.31,66,40,9.22,scattered clouds
342,Kuah,MY,6.3265,99.8432,84.06,77,99,16.49,overcast clouds
343,Sorong,ID,-0.8833,131.25,84.04,77,29,4.52,scattered clouds
344,Mezen,RU,65.8522,44.24,46.13,94,64,10.71,broken clouds
345,Camacha,PT,33.0833,-16.3333,58.42,72,40,11.5,scattered clouds
346,Sapa,PH,5.1544,120.3241,84.47,74,96,3.85,overcast clouds
347,The Valley,AI,18.217,-63.0578,79.83,77,74,15.75,broken clouds
348,Wanning,CN,18.8003,110.3967,81.88,75,100,6.91,overcast clouds
349,Narwana,IN,29.6167,76.1167,102.27,11,0,7.92,clear sky
350,Ardakan,IR,32.31,54.0175,80.2,23,98,6.96,overcast clouds
351,Jonkoping,SE,57.7814,14.1562,46.38,93,100,0.0,overcast clouds
352,Poum,NC,-20.2333,164.0167,78.73,61,42,22.06,scattered clouds
353,Makakilo City,US,21.3469,-158.0858,75.56,66,100,16.11,overcast clouds
354,Idenao,CM,4.2475,9.0047,78.35,88,98,1.21,overcast clouds
355,Rome,US,34.257,-85.1647,57.96,86,0,0.0,clear sky
356,Laguna,US,38.421,-121.4238,63.45,67,0,6.91,clear sky
357,Moranbah,AU,-22.0016,148.0466,73.35,69,96,12.06,overcast clouds
358,Vallenar,CL,-28.5708,-70.7581,54.07,92,60,2.93,broken clouds
359,Riyadh,SA,24.6877,46.7219,77.14,17,9,10.67,clear sky
360,Esso,RU,55.9333,158.7,42.15,73,60,2.55,broken clouds
361,Luderitz,NA,-26.6481,15.1594,52.38,72,0,14.41,clear sky
362,Bubaque,GW,11.2833,-15.8333,77.04,71,4,11.41,clear sky
363,Marondera,ZW,-18.1853,31.5519,54.27,87,7,4.56,clear sky
364,Emerald,AU,-23.5333,148.1667,80.42,46,24,9.33,few clouds
365,Luanda,AO,-8.8368,13.2343,77.0,88,20,4.61,few clouds
366,Raduzhnyy,RU,62.0961,77.475,31.14,95,50,6.91,scattered clouds
367,Norman Wells,CA,65.282,-126.8329,37.67,86,100,2.84,overcast clouds
368,Santa Maria,BR,-29.6842,-53.8069,52.59,96,1,4.61,clear sky
369,Korla,CN,41.7597,86.1469,72.61,39,98,17.38,light rain
370,Kalmunai,LK,7.4167,81.8167,85.86,69,100,4.61,overcast clouds
371,Oksfjord,NO,70.2396,22.3479,35.78,83,100,16.71,overcast clouds
372,Ler,SS,8.3018,30.1418,78.13,73,86,1.59,overcast clouds
373,Cam Ranh,VN,11.9214,109.1591,82.36,69,40,14.97,scattered clouds
374,Tuyen Quang,VN,21.8233,105.2181,87.33,64,93,3.27,overcast clouds
375,Anqiu,CN,36.4342,119.1925,57.85,30,100,9.04,overcast clouds
376,Cabo San Lucas,MX,22.8909,-109.9124,78.62,62,0,13.42,clear sky
377,Mana,GF,5.6592,-53.7767,77.0,88,98,8.79,overcast clouds
378,Vestmannaeyjar,IS,63.4427,-20.2734,46.6,89,100,21.43,overcast clouds
379,Navrongo,GH,10.8956,-1.0921,80.64,59,86,7.45,overcast clouds
380,Esna,EG,25.2934,32.554,80.44,12,6,5.79,clear sky
381,Rassvet,RU,46.8333,40.75,50.02,62,86,5.14,overcast clouds
382,Baoying,CN,33.2292,119.3092,74.37,38,4,9.42,clear sky
383,Novo Aripuana,BR,-5.1206,-60.3797,72.27,99,94,1.48,overcast clouds
384,Ust-Nera,RU,64.5667,143.2,33.1,77,100,7.78,overcast clouds
385,Kaeo,NZ,-35.1,173.7833,64.33,84,7,4.09,clear sky
386,Nyurba,RU,63.2842,118.3319,45.84,71,59,14.14,light rain
387,Lososina,RU,48.9975,140.3106,38.35,84,100,21.79,overcast clouds
388,Kirtipur,NP,27.6667,85.2833,76.93,61,40,3.44,scattered clouds
389,Kununurra,AU,-15.7667,128.7333,89.58,20,1,10.36,clear sky
390,Devarkonda,IN,16.7,78.9333,96.89,36,64,8.14,broken clouds
391,Rawah,IQ,34.4816,41.9093,68.61,36,11,11.34,few clouds
392,Meulaboh,ID,4.1363,96.1285,80.04,83,100,5.41,overcast clouds
393,Nauta,PE,-4.5061,-73.5757,71.33,99,100,2.55,overcast clouds
394,Usak,TR,38.5,29.4167,51.15,58,73,5.84,broken clouds
395,Caravelas,BR,-17.7125,-39.2481,75.4,77,94,11.07,overcast clouds
396,Ihosy,MG,-22.4,46.1167,67.17,90,81,2.51,broken clouds
397,Aguimes,ES,27.9054,-15.4461,63.23,82,20,16.11,few clouds
398,Emet,TR,39.343,29.2585,49.37,64,35,4.16,scattered clouds
399,Nizhniy Odes,RU,63.6445,54.856,50.76,79,49,9.89,scattered clouds
400,Grandview,US,38.8858,-94.533,66.18,61,0,14.97,clear sky
401,Andra,RU,62.5147,65.8878,49.69,74,99,6.13,overcast clouds
402,Iqaluit,CA,63.7506,-68.5145,5.11,91,33,5.06,scattered clouds
403,Leningradskiy,RU,69.3833,178.4167,29.08,88,100,7.31,overcast clouds
404,Lahat,ID,-3.8,103.5333,90.81,50,94,3.22,overcast clouds
405,Marystown,CA,47.1666,-55.1483,32.86,100,2,7.65,clear sky
406,Komsomolskiy,UZ,40.4272,71.7189,81.32,36,0,4.61,clear sky
407,Egvekinot,RU,66.3167,-179.1667,26.26,95,100,5.03,light snow
408,Lander,US,42.833,-108.7307,47.98,39,0,8.05,clear sky
409,Babushkin,RU,51.7122,105.8647,50.76,66,89,22.26,overcast clouds
410,Port Hedland,AU,-20.3167,118.5667,86.05,39,78,16.11,broken clouds
411,Kutum,SD,14.2,24.6667,73.42,11,100,3.58,overcast clouds
412,Chapais,CA,49.7834,-74.8492,23.59,93,2,3.04,clear sky
413,Kondinskoye,RU,59.6481,67.41,52.29,74,52,9.69,broken clouds
414,Canmore,CA,51.0834,-115.3521,36.81,100,95,0.81,light snow
415,Progreso,MX,21.2833,-89.6667,83.1,86,0,8.46,clear sky
416,Oxford,GB,51.7522,-1.256,51.19,96,97,6.15,overcast clouds
417,Talcahuano,CL,-36.7167,-73.1167,49.68,93,0,3.44,mist
418,Caldas Novas,BR,-17.7417,-48.625,71.33,65,62,4.16,broken clouds
419,Portland,US,45.5234,-122.6762,46.63,85,100,7.0,overcast clouds
420,Nogliki,RU,51.8333,143.1667,32.32,99,100,21.9,snow
421,Tuatapere,NZ,-46.1333,167.6833,56.97,91,100,3.53,overcast clouds
422,Maracaibo,VE,10.6317,-71.6406,78.69,84,95,5.01,overcast clouds
423,Jaciara,BR,-15.9653,-54.9683,61.54,55,0,0.78,clear sky
424,Peace River,CA,56.2501,-117.286,36.5,88,100,13.8,light rain
425,Kota Kinabalu,MY,5.9749,116.0724,89.58,74,20,5.01,few clouds
426,Sistranda,NO,63.7256,8.834,39.16,61,99,19.6,overcast clouds
427,Russellville,US,35.2784,-93.1338,64.08,79,0,3.44,clear sky
428,Salta,AR,-24.7859,-65.4117,57.58,81,82,1.99,broken clouds
429,Tabuk,PH,17.4189,121.4443,91.26,45,100,6.44,overcast clouds
430,Domoni,KM,-12.2569,44.5319,80.91,79,79,8.57,broken clouds
431,Tevriz,RU,57.509,72.4042,50.72,65,97,7.07,overcast clouds
432,San Luis,AR,-33.295,-66.3356,60.85,61,98,14.72,overcast clouds
433,Vilyuysk,RU,63.7553,121.6247,41.56,91,100,7.29,overcast clouds
434,Hambantota,LK,6.1241,81.1185,88.68,66,84,19.44,broken clouds
435,Seredka,RU,58.1584,28.1858,44.35,82,100,9.6,overcast clouds
436,Tongliao,CN,43.6125,122.2653,69.57,11,100,6.31,overcast clouds
437,Brumunddal,NO,60.881,10.9395,38.26,62,5,5.99,clear sky
438,Jackson,US,42.4165,-122.8345,48.07,67,100,8.05,overcast clouds
439,Ouadda,CF,8.0777,22.4007,71.67,83,91,2.46,overcast clouds
440,Virginia Beach,US,36.8529,-75.978,55.44,94,100,8.01,overcast clouds
441,Pachino,IT,36.7186,15.0907,59.59,89,68,5.93,broken clouds
442,Humberto De Campos,BR,-2.5983,-43.4611,74.64,95,97,4.83,overcast clouds
443,Larap,PH,14.299,122.6504,89.22,60,9,11.1,clear sky
444,Pouembout,NC,-21.1333,164.9,78.15,57,70,8.05,broken clouds
445,Octeville,FR,49.6261,-1.6435,50.49,93,100,11.5,overcast clouds
446,Novoukrayinka,UA,48.3264,31.5285,53.1,52,74,4.27,broken clouds
447,Sakakah,SA,29.9697,40.2064,67.21,32,2,7.34,clear sky
448,Aasiaat,GL,68.7098,-52.8699,13.15,95,14,2.66,few clouds
449,Sidi Ali,DZ,36.0998,0.4206,59.13,59,0,3.65,clear sky
450,Okha,RU,53.5739,142.9478,33.3,89,100,13.71,overcast clouds
451,Odessa,UA,46.4775,30.7326,54.54,54,12,5.03,few clouds
452,Oranjemund,NA,-28.55,16.4333,53.08,89,1,9.46,clear sky
453,Taksimo,RU,56.3444,114.8794,55.94,36,100,4.12,overcast clouds
454,Ambon,ID,-3.6954,128.1814,89.74,66,40,6.91,scattered clouds
455,Hofn,IS,64.2539,-15.2082,44.47,83,100,6.78,overcast clouds
456,Pinega,RU,64.7001,43.3936,51.26,85,53,12.28,broken clouds
457,Bahia Blanca,AR,-38.7196,-62.2724,65.08,55,6,18.43,clear sky
458,Grindavik,IS,63.8424,-22.4338,45.07,100,100,25.32,mist
459,Pitimbu,BR,-7.4706,-34.8086,73.99,85,91,8.12,overcast clouds
460,Banamba,ML,13.55,-7.45,84.33,46,57,13.04,broken clouds
461,Mazagao,BR,-0.115,-51.2894,78.85,98,99,2.8,overcast clouds
462,Novobiryusinskiy,RU,56.9578,97.7076,37.72,47,88,15.7,overcast clouds
463,Mashhad,IR,36.297,59.6062,77.14,57,75,4.61,broken clouds
464,Adrar,MR,20.5022,-10.0711,82.54,15,20,8.41,few clouds
465,Tarrafal,CV,15.2833,-23.7667,70.59,83,40,16.55,scattered clouds
466,Broome,US,42.2506,-75.833,40.69,73,75,1.99,broken clouds
